image_path,plate_text,split,origin,layout,source_status
ocr/images/test/syn-01f9d1decbc4c68d9975.jpg,MH33LQ6564,train,synthetic,single,generated
ocr/images/test/syn-021e2d811b1189f8312b.jpg,HR63RR1589,train,synthetic,single,generated
ocr/images/test/syn-023f42ad4bf25231a945.jpg,MH42HR3741,train,synthetic,single,generated
ocr/images/test/syn-02447b27f9e016bce04c.jpg,MH17WM1136,train,synthetic,single,generated
ocr/images/test/syn-024cddbf5affe4f281b0.jpg,MH53NC4910,train,synthetic,single,generated
ocr/images/test/syn-02782d50f36f72898ed6.jpg,MH33CHU5309,train,synthetic,double,generated
ocr/images/test/syn-027a04881c2414c8a09e.jpg,MH34KWW6183,train,synthetic,single,generated
ocr/images/test/syn-02854da6f7e06af5280b.jpg,MH36FY5248,train,synthetic,double,generated
ocr/images/test/syn-028a785ec9c97864880c.jpg,HR75KBE5567,train,synthetic,single,generated
ocr/images/test/syn-029b500810aead875b00.jpg,MH20UC5886,train,synthetic,single,generated
ocr/images/test/syn-02a5baa5cc8afdc37f5d.jpg,KL52QG9331,train,synthetic,single,generated
ocr/images/test/syn-02b7d9cfe55986ce054f.jpg,MH31RWJ9594,train,synthetic,single,generated
ocr/images/test/syn-02b7e46ae3806039e1ec.jpg,TS92VT3289,train,synthetic,single,generated
ocr/images/test/syn-02d6af9bc8a2cb4a51f1.jpg,WB45MX7209,train,synthetic,single,generated
ocr/images/test/syn-02dd336859ef73b989bb.jpg,MH55LX7409,train,synthetic,single,generated
ocr/images/test/syn-02f57d9fef896074ed0c.jpg,MH54RG4829,train,synthetic,single,generated
ocr/images/test/syn-02fab7a1c38a3489919d.jpg,MH53SWF6621,train,synthetic,single,generated
ocr/images/test/syn-0329a3d7ce09b3c0d5a1.jpg,MH50VN1411,train,synthetic,single,generated
ocr/images/test/syn-032ad1a640a33015adc9.jpg,OD76KD1409,train,synthetic,single,generated
ocr/images/test/syn-03386b638ae2f1245cc1.jpg,MH28KP6978,train,synthetic,single,generated
ocr/images/test/syn-034840e4b2632b7535e2.jpg,MH50DXL7972,train,synthetic,double,generated
ocr/images/test/syn-03650dc8cc6be2731343.jpg,MP33KQ7014,train,synthetic,single,generated
ocr/images/test/syn-03778dbcd0ecb7d96d50.jpg,PB64ZN0015,train,synthetic,single,generated
ocr/images/test/syn-039c7770750b620f7a8c.jpg,MH51ND3565,train,synthetic,single,generated
ocr/images/test/syn-03b13a466845b02f4560.jpg,HR64C7651,train,synthetic,single,generated
ocr/images/test/syn-03c74281446625394293.jpg,MH09NX2135,train,synthetic,double,generated
ocr/images/test/syn-03efa63ac57fa426b01a.jpg,KL79AZ3904,train,synthetic,double,generated
ocr/images/test/syn-04286843793c130444bf.jpg,MH06YW4305,train,synthetic,single,generated
ocr/images/test/syn-0443f33028f55f0ebe9b.jpg,MH34SJU7749,train,synthetic,single,generated
ocr/images/test/syn-044f048fe6b6ba1b26c8.jpg,MH31GG0078,train,synthetic,single,generated
ocr/images/test/syn-045fb84e9a5a30a743ce.jpg,MH19CX3309,train,synthetic,double,generated
ocr/images/test/syn-04870f3c81a978d37487.jpg,MH30AT5498,train,synthetic,single,generated
ocr/images/test/syn-04918b1a56cbae4a39c6.jpg,MH26P2443,train,synthetic,single,generated
ocr/images/test/syn-049b0e0302a9d9b760a9.jpg,MP41DX6222,train,synthetic,single,generated
ocr/images/test/syn-04b83ed29d492164e352.jpg,MH46QP6258,train,synthetic,double,generated
ocr/images/test/syn-04bd4e9a32d91f2f75c7.jpg,MP82UT2289,train,synthetic,single,generated
ocr/images/test/syn-04bf898cbdce166f0a54.jpg,TS74BTH0855,train,synthetic,single,generated
ocr/images/test/syn-04c02f79daf719226f68.jpg,TS92SZ1088,train,synthetic,single,generated
ocr/images/test/syn-04ce0f10e56ee6a1a96c.jpg,AP87LWW7075,train,synthetic,single,generated
ocr/images/test/syn-04d48833ee43b226475f.jpg,MH55UL5489,train,synthetic,single,generated
ocr/images/test/syn-04dd0fa99c1aa631abf1.jpg,GA13YW8967,train,synthetic,single,generated
ocr/images/test/syn-04e4a1a8fadd6210d46d.jpg,KL45AB9851,train,synthetic,single,generated
ocr/images/test/syn-04e57afa54f02d0d4558.jpg,MH12RRB8655,train,synthetic,single,generated
ocr/images/test/syn-0507bdaf1a9a3e4a5e61.jpg,MH53RP3341,train,synthetic,single,generated
ocr/images/test/syn-0509bcfa8ce75e000530.jpg,GA77XA7164,train,synthetic,single,generated
ocr/images/test/syn-051fceb59225f9cfc1d8.jpg,KL72GD7065,train,synthetic,double,generated
ocr/images/test/syn-0564e6700a067a641eb7.jpg,CG89LJ4751,train,synthetic,single,generated
ocr/images/test/syn-05739a2ad8f08215212f.jpg,MH02JC9940,train,synthetic,single,generated
ocr/images/test/syn-05792931029ec8fb2ec9.jpg,WB11PA8687,train,synthetic,single,generated
ocr/images/test/syn-058b6ec0376390e079a8.jpg,MH06UK6230,train,synthetic,single,generated
ocr/images/test/syn-058d5ed4f45e2fdca5a4.jpg,UP68FU5047,train,synthetic,double,generated
ocr/images/test/syn-059e93abeea9b78a78b3.jpg,MH35ZQ8972,train,synthetic,single,generated
ocr/images/test/syn-05a1b88d9a237f647d61.jpg,MH34VS7293,train,synthetic,single,generated
ocr/images/test/syn-05c10374cca12a2827d1.jpg,MH10SJ4517,train,synthetic,double,generated
ocr/images/test/syn-05c29ec21977c523ade2.jpg,MH07SQ7294,train,synthetic,single,generated
ocr/images/test/syn-05d6209a6cb6a14877ce.jpg,MP56XR7518,train,synthetic,double,generated
ocr/images/test/syn-05db5002b310313c4c76.jpg,KL79EGZ3547,train,synthetic,single,generated
ocr/images/test/syn-05e670a6045c9643340c.jpg,OD85HU8063,train,synthetic,single,generated
ocr/images/test/syn-05ef0ecd39c3d395706a.jpg,GJ65MU5653,train,synthetic,single,generated
ocr/images/test/syn-05f10fd2f518c9dc83d7.jpg,MH48JL9333,train,synthetic,single,generated
ocr/images/test/syn-060e7254385adedc0647.jpg,PB16H6846,train,synthetic,double,generated
ocr/images/test/syn-06108263442b2a6fb05d.jpg,MH03EL7407,train,synthetic,single,generated
ocr/images/test/syn-061349cda1c55207347d.jpg,MH38SH0687,train,synthetic,single,generated
ocr/images/test/syn-0615e20cc2eea872e336.jpg,MH41MKD7420,train,synthetic,double,generated
ocr/images/test/syn-0621123a45e411c47d7e.jpg,MH30GC7044,train,synthetic,double,generated
ocr/images/test/syn-0631b5e56ef475907de9.jpg,MH11QX2894,train,synthetic,single,generated
ocr/images/test/syn-063f28e401ed1892c194.jpg,AP64QQ0353,train,synthetic,double,generated
ocr/images/test/syn-064bb8c0b77af8317acf.jpg,MH10EUS9735,train,synthetic,single,generated
ocr/images/test/syn-0654dbf5afacfd8beef0.jpg,MH02LL3230,train,synthetic,single,generated
ocr/images/test/syn-0657afbe108bbfa6068b.jpg,MH53EDH5562,train,synthetic,single,generated
ocr/images/test/syn-065ec6ffa1c93a34319e.jpg,MH20D9917,train,synthetic,single,generated
ocr/images/test/syn-0687af7526a8f9df7f3f.jpg,MH18RY4740,train,synthetic,double,generated
ocr/images/test/syn-06a840616d6418919c67.jpg,MH03SH4387,train,synthetic,single,generated
ocr/images/test/syn-06abd906556bcf2c788c.jpg,BR71DM5692,train,synthetic,double,generated
ocr/images/test/syn-06b7552b62269a513e41.jpg,MH52LE0649,train,synthetic,single,generated
ocr/images/test/syn-06c950860b0ac519371b.jpg,MH46WEY6320,train,synthetic,single,generated
ocr/images/test/syn-06cc5484415835f0b7aa.jpg,MH18SR4815,train,synthetic,single,generated
ocr/images/test/syn-06cd7bf1578a10a0ec72.jpg,MH31C0323,train,synthetic,single,generated
ocr/images/test/syn-06ef75add9b74275af5c.jpg,MH39B6155,train,synthetic,single,generated
ocr/images/test/syn-07042112770984a84918.jpg,WB84PW2768,train,synthetic,double,generated
ocr/images/test/syn-070e2fa29071ac38dbd5.jpg,MH34NT4122,train,synthetic,single,generated
ocr/images/test/syn-074221302e7307704890.jpg,MH05RD6490,train,synthetic,single,generated
ocr/images/test/syn-075e6ccfea082ca414f2.jpg,CG65ZE4896,train,synthetic,single,generated
ocr/images/test/syn-078082514e87dc7f6071.jpg,MH29MCE2163,train,synthetic,single,generated
ocr/images/test/syn-07908ac0bbecab75c69c.jpg,OD70GL4154,train,synthetic,single,generated
ocr/images/test/syn-079169a3021a5e2cf2ff.jpg,TS74SA9413,train,synthetic,single,generated
ocr/images/test/syn-07af4bc52b1922030b79.jpg,MH36RS2569,train,synthetic,single,generated
ocr/images/test/syn-07bc2d3d28d485d0769f.jpg,MH39B6908,train,synthetic,single,generated
ocr/images/test/syn-07ce73577fb206b157aa.jpg,MH08FG9661,train,synthetic,double,generated
ocr/images/test/syn-07d10759c75b8ce7e9ae.jpg,MH04SV1887,train,synthetic,single,generated
ocr/images/test/syn-07e3098b61898b82a8c0.jpg,MH24CV7172,train,synthetic,single,generated
ocr/images/test/syn-07eacffa65dfcce4e14f.jpg,KL41DS8884,train,synthetic,single,generated
ocr/images/test/syn-0801902d4799dcfb5460.jpg,MH55AC8357,train,synthetic,single,generated
ocr/images/test/syn-0824e5068ae40bf1dcc0.jpg,MH27WX8009,train,synthetic,single,generated
ocr/images/test/syn-08285b2384c337d51b77.jpg,UP44CB5221,train,synthetic,double,generated
ocr/images/test/syn-082ef3d3424d8f2e0efd.jpg,MH37UJ7756,train,synthetic,single,generated
ocr/images/test/syn-083a2fac247740c322b1.jpg,MH40G9918,train,synthetic,single,generated
ocr/images/test/syn-08429fa24161afd0c361.jpg,OD67QW6412,train,synthetic,single,generated
ocr/images/test/syn-0859b6346adec0c3dba6.jpg,OD18JV4787,train,synthetic,single,generated
ocr/images/test/syn-08650ed3cef19ad68def.jpg,MH43EJ1276,train,synthetic,single,generated
ocr/images/test/syn-0875faed8673cd52a186.jpg,MH13GT5817,train,synthetic,single,generated
ocr/images/test/syn-088fc0949619d9004170.jpg,MH13XF3659,train,synthetic,double,generated
ocr/images/test/syn-0891846a8919223243c2.jpg,MH38VG5523,train,synthetic,single,generated
ocr/images/test/syn-08ef10027b368a829d47.jpg,MH42AF6567,train,synthetic,single,generated
ocr/images/test/syn-08fe57e80a81052cee39.jpg,PB36DL5545,train,synthetic,double,generated
ocr/images/test/syn-090710227419d4725084.jpg,MH27J1505,train,synthetic,single,generated
ocr/images/test/syn-0908e1d00f49af90dcf6.jpg,MH23LY5015,train,synthetic,single,generated
ocr/images/test/syn-091a689fb4b95b23092f.jpg,WB25CQ9769,train,synthetic,single,generated
ocr/images/test/syn-091dd3405a9b49a787c5.jpg,MH28PA6587,train,synthetic,double,generated
ocr/images/test/syn-0966ee199d134c066768.jpg,MH11MGR5205,train,synthetic,single,generated
ocr/images/test/syn-0990ce60337919dabc70.jpg,CG48VB5626,train,synthetic,single,generated
ocr/images/test/syn-099a5af5d250b928c151.jpg,MH52SH3677,train,synthetic,double,generated
ocr/images/test/syn-09c259c37820c0d8f67d.jpg,UP62GB5930,train,synthetic,double,generated
ocr/images/test/syn-09c51137039be0b41038.jpg,BR46KT6317,train,synthetic,double,generated
ocr/images/test/syn-09da5767f53c77df8456.jpg,HR08C5343,train,synthetic,single,generated
ocr/images/test/syn-09decb53d15c56b5440a.jpg,MH08FKY7894,train,synthetic,single,generated
ocr/images/test/syn-09f1ca1f6bd439947518.jpg,MH08XB9556,train,synthetic,single,generated
ocr/images/test/syn-0a1c2dace20a06fcf145.jpg,RJ30AN2233,train,synthetic,double,generated
ocr/images/test/syn-0a3ea245749252721692.jpg,MH01HU5541,train,synthetic,single,generated
ocr/images/test/syn-0a80109a49b1fabb0c94.jpg,MH02JX1406,train,synthetic,single,generated
ocr/images/test/syn-0a876a66d84960ef273a.jpg,MH50XE0486,train,synthetic,single,generated
ocr/images/test/syn-0ab37b397ea54192d0d2.jpg,MH13UG2243,train,synthetic,single,generated
ocr/images/test/syn-0ab4b7a533e221bcb580.jpg,MH13HJ4136,train,synthetic,single,generated
ocr/images/test/syn-0ada6d419d59a17a15a8.jpg,HR10P7419,train,synthetic,single,generated
ocr/images/test/syn-0ae01f003523d72d0b60.jpg,MH15AY0152,train,synthetic,single,generated
ocr/images/test/syn-0aefe8d4de493c94ed4a.jpg,MH28FP8214,train,synthetic,single,generated
ocr/images/test/syn-0b00c965232cfde66a44.jpg,MH23PH4099,train,synthetic,single,generated
ocr/images/test/syn-0b1a24edc57a80d38736.jpg,MP08JD3626,train,synthetic,single,generated
ocr/images/test/syn-0b32173b8a9d0408a3ea.jpg,HR08FG9407,train,synthetic,single,generated
ocr/images/test/syn-0b4676fc109e300d116b.jpg,MH27DA0307,train,synthetic,double,generated
ocr/images/test/syn-0b4d16c41010204b05a7.jpg,CG72FM4604,train,synthetic,single,generated
ocr/images/test/syn-0b671048a36a7adc2ce8.jpg,MH01YN1432,train,synthetic,single,generated
ocr/images/test/syn-0b8aed2f689328c7d2b0.jpg,MH37CY7436,train,synthetic,single,generated
ocr/images/test/syn-0b906dc738ba7f164b48.jpg,MH12VJ0060,train,synthetic,single,generated
ocr/images/test/syn-0ba75241d5109fb36cf7.jpg,MH39UG1483,train,synthetic,single,generated
ocr/images/test/syn-0bad97a17bd01dde498b.jpg,OD74BA6274,train,synthetic,double,generated
ocr/images/test/syn-0bb513db1f8fb075a8ba.jpg,MH55LQ8144,train,synthetic,single,generated
ocr/images/test/syn-0bbfd9b59c3f3e0733ad.jpg,MH55W7707,train,synthetic,single,generated
ocr/images/test/syn-0bc8a1a8e95d9718a4da.jpg,MH43HP6448,train,synthetic,single,generated
ocr/images/test/syn-0bead4e01d68ae7e3d4b.jpg,MH02A6517,train,synthetic,single,generated
ocr/images/test/syn-0bf5c707646d953f32ea.jpg,UK02YD8608,train,synthetic,single,generated
ocr/images/test/syn-0c18d6676da35a4ac69f.jpg,MH11HW7281,train,synthetic,single,generated
ocr/images/test/syn-0c34b51f3ca9e35fbc41.jpg,MH37XJ9799,train,synthetic,single,generated
ocr/images/test/syn-0c50a21dbe1ab825a7b3.jpg,CG71SA1112,train,synthetic,double,generated
ocr/images/test/syn-0c57bbcb3082c579e9ac.jpg,MH48RK7881,train,synthetic,double,generated
ocr/images/test/syn-0c677ab6c4c206e8d1e6.jpg,MH26MS0403,train,synthetic,double,generated
ocr/images/test/syn-0c7c0880028c9a768540.jpg,MH09WR4835,train,synthetic,single,generated
ocr/images/test/syn-0caf6b8d76fbaa05ca17.jpg,MH03SN9383,train,synthetic,single,generated
ocr/images/test/syn-0cbdb6beecae0d3dd951.jpg,MH51SC3411,train,synthetic,single,generated
ocr/images/test/syn-0cc59b7d6901a7ab254d.jpg,MH43YQ5274,train,synthetic,single,generated
ocr/images/test/syn-0cd7c9144b51f2e7690c.jpg,MH49FY0516,train,synthetic,single,generated
ocr/images/test/syn-0cecec16fefe7771509a.jpg,MH25BF0442,train,synthetic,single,generated
ocr/images/test/syn-0d193527ab5b6c93ac1a.jpg,UP42SF6098,train,synthetic,double,generated
ocr/images/test/syn-0d22d72f65a9f7f231e8.jpg,MH22CF9298,train,synthetic,single,generated
ocr/images/test/syn-0d267f2f66c3c96996d8.jpg,MH37UKP0460,train,synthetic,single,generated
ocr/images/test/syn-0d29652e815cbac02475.jpg,GJ03WF6916,train,synthetic,single,generated
ocr/images/test/syn-0d2bd1eb2d810880397e.jpg,MH56MS8460,train,synthetic,single,generated
ocr/images/test/syn-0d2e6c2f95d1cc15ae9e.jpg,MH35Y4379,train,synthetic,single,generated
ocr/images/test/syn-0d372c7a6e873a3777a5.jpg,MH48T5155,train,synthetic,single,generated
ocr/images/test/syn-0d3cb63ba0dd00e4706f.jpg,DL76WT8463,train,synthetic,double,generated
ocr/images/test/syn-0d46445ba042d51f5305.jpg,MH03FX1001,train,synthetic,double,generated
ocr/images/test/syn-0d66e8aeeb3627abb342.jpg,MH13MR9311,train,synthetic,single,generated
ocr/images/test/syn-0d73df7fff12d571770c.jpg,MH08N3251,train,synthetic,single,generated
ocr/images/test/syn-0d74937b213eacefe0be.jpg,MH24LL4365,train,synthetic,single,generated
ocr/images/test/syn-0d7c526b4ccdcc00e2f8.jpg,MH09AA1699,train,synthetic,single,generated
ocr/images/test/syn-0db422372bd16bfa3b0c.jpg,DL57FE8723,train,synthetic,single,generated
ocr/images/test/syn-0db6968fa291b7916c5c.jpg,MH02DQ7099,train,synthetic,single,generated
ocr/images/test/syn-0dbaea207ea94ef055dd.jpg,UP09ZQ5524,train,synthetic,single,generated
ocr/images/test/syn-0dbd9f9aa65cd6ca45d5.jpg,MH50FR9215,train,synthetic,single,generated
ocr/images/test/syn-0dc9f29d4d25ee14015f.jpg,MH23CG8504,train,synthetic,single,generated
ocr/images/test/syn-0dd63c75ea41a8d91798.jpg,MH51AW3784,train,synthetic,double,generated
ocr/images/test/syn-0dfd77e3d2f9f4eded0a.jpg,MH29XL9539,train,synthetic,double,generated
ocr/images/test/syn-0e3334bf2bab72e6cc78.jpg,MH45KR5347,train,synthetic,single,generated
ocr/images/test/syn-0e4c05c66d7348c32aed.jpg,HR88JJ4462,train,synthetic,single,generated
ocr/images/test/syn-0e5b0aa5f431cb098258.jpg,MH08JH9820,train,synthetic,single,generated
ocr/images/test/syn-0e74a96f47d381bb30cc.jpg,KL46FB8039,train,synthetic,single,generated
ocr/images/test/syn-0e7a3e1a033b9aa91e42.jpg,KL38MA6865,train,synthetic,double,generated
ocr/images/test/syn-0ee6fe4d07ce714d2854.jpg,PB76XG8762,train,synthetic,single,generated
ocr/images/test/syn-0ef0711dab7d63c0c6bd.jpg,MH03D6442,train,synthetic,single,generated
ocr/images/test/syn-0ef609a11c374ee967d8.jpg,WB57ZP4822,train,synthetic,single,generated
ocr/images/test/syn-0effcebf759bb2b7e248.jpg,MH31MF9029,train,synthetic,double,generated
ocr/images/test/syn-0f06b2e5fb192b5af11f.jpg,MH54RQ4369,train,synthetic,double,generated
ocr/images/test/syn-0f086a3ef005d33ef965.jpg,RJ99FY2666,train,synthetic,single,generated
ocr/images/test/syn-0f27114108e2fbbd1810.jpg,MH47D5206,train,synthetic,single,generated
ocr/images/test/syn-0f305de5de1c7abdcaf2.jpg,UP49PE9115,train,synthetic,single,generated
ocr/images/test/syn-0f319b9667fb3269f66b.jpg,MH15MS7578,train,synthetic,single,generated
ocr/images/test/syn-0f34bfc9765efda54bea.jpg,MH37ZSK1868,train,synthetic,single,generated
ocr/images/test/syn-0f4ee8cebd4db7d8b255.jpg,MH43DK6173,train,synthetic,single,generated
ocr/images/test/syn-0f6464a7f9ccd4fab886.jpg,MH20TS4997,train,synthetic,single,generated
ocr/images/test/syn-0f8a86562e51122715bb.jpg,MH15RT4174,train,synthetic,single,generated
ocr/images/test/syn-0f94abba39c019aaad8d.jpg,MH45AV6518,train,synthetic,single,generated
ocr/images/test/syn-0f9f97320e81f75ec60b.jpg,RJ85BSD9511,train,synthetic,double,generated
ocr/images/test/syn-0fb4fd1d8b6cda9b3306.jpg,MH38DWK4135,train,synthetic,single,generated
ocr/images/test/syn-0fb87f1217bac5c4cfef.jpg,MH10GJ2558,train,synthetic,single,generated
ocr/images/test/syn-0fbbaf7731b534e77d54.jpg,MH37BH9343,train,synthetic,single,generated
ocr/images/test/syn-0fc5165159e73aef31c8.jpg,MH52ZS6581,train,synthetic,double,generated
ocr/images/test/syn-0fdc7d78e1167985a353.jpg,MH26DP9304,train,synthetic,double,generated
ocr/images/test/syn-0fdfec017d3f4480ffd0.jpg,MP56SZ9157,train,synthetic,double,generated
ocr/images/test/syn-0fecf22c0491122b2d5e.jpg,MH25SP1326,train,synthetic,single,generated
ocr/images/test/syn-0fed1472667569a363d3.jpg,MH19DY9931,train,synthetic,single,generated
ocr/images/test/syn-0ff55ea64e07df74f0cc.jpg,MH08MW0839,train,synthetic,single,generated
ocr/images/test/syn-0ff7cf28fa3ecab8f793.jpg,WB56XF0713,train,synthetic,single,generated
ocr/images/test/syn-100247b4a708d08199c4.jpg,MH02WF9914,train,synthetic,single,generated
ocr/images/test/syn-10135eee7c8b7c4b636d.jpg,MH26CM9536,train,synthetic,single,generated
ocr/images/test/syn-102c8c7cc3394861d1a9.jpg,MH30X1305,train,synthetic,single,generated
ocr/images/test/syn-103797b856c476cb0f44.jpg,CG98LL8817,train,synthetic,single,generated
ocr/images/test/syn-1048c304dafcaacf16dd.jpg,MH43XB9310,train,synthetic,double,generated
ocr/images/test/syn-104cf3017d6ad797961d.jpg,MH42FV0906,train,synthetic,single,generated
ocr/images/test/syn-10662036690287fdea61.jpg,MH43BC5825,train,synthetic,single,generated
ocr/images/test/syn-1076f4d2a0e1674a144a.jpg,DL46AKH1093,train,synthetic,single,generated
ocr/images/test/syn-10899830ddaf6c03a13a.jpg,KL07BQ9422,train,synthetic,single,generated
ocr/images/test/syn-108cabbc11d96a9b8898.jpg,KL90JN6369,train,synthetic,single,generated
ocr/images/test/syn-109955a90c03d04aec80.jpg,MH15PK0298,train,synthetic,single,generated
ocr/images/test/syn-109eb169c21bbb3f9703.jpg,MH27SQ1976,train,synthetic,single,generated
ocr/images/test/syn-10bc256b8706276efd2f.jpg,HR70MDF3996,train,synthetic,single,generated
ocr/images/test/syn-10ce98db44fa64ccb888.jpg,MH19YTG0261,train,synthetic,single,generated
ocr/images/test/syn-10d3a5d47ec0e331ccae.jpg,MH18YT5806,train,synthetic,single,generated
ocr/images/test/syn-10d7b6c35b9328bad347.jpg,MH50CV9491,train,synthetic,double,generated
ocr/images/test/syn-10e86a0c771ce0efbb2b.jpg,MH36TT3142,train,synthetic,single,generated
ocr/images/test/syn-10f6f623fa8eeb39a6b4.jpg,MH38SY9150,train,synthetic,double,generated
ocr/images/test/syn-10fb5e1e259b532a71db.jpg,MH03SY0004,train,synthetic,single,generated
ocr/images/test/syn-10fb8e70de4b925459c2.jpg,MH56KM6796,train,synthetic,single,generated
ocr/images/test/syn-1106a02fbce303069985.jpg,UP07SC2746,train,synthetic,single,generated
ocr/images/test/syn-1107d50104a2fc7ac881.jpg,MH43UMS6997,train,synthetic,single,generated
ocr/images/test/syn-110c2fb7146240ad1565.jpg,MH22LD3386,train,synthetic,single,generated
ocr/images/test/syn-11c52015e8bcba5fe11a.jpg,PB52WX8365,train,synthetic,single,generated
ocr/images/test/syn-11c861d967c3d8622c88.jpg,TS11ZJ2295,train,synthetic,single,generated
ocr/images/test/syn-11fd9c22ddda504d557d.jpg,RJ93NV4676,train,synthetic,single,generated
ocr/images/test/syn-1202faa27adaeb3d8fff.jpg,MH30GLK0614,train,synthetic,single,generated
ocr/images/test/syn-1212b31ab48c7efd6a04.jpg,AP76JE3838,train,synthetic,single,generated
ocr/images/test/syn-12219bbd3585ee5def70.jpg,MH40ST0870,train,synthetic,double,generated
ocr/images/test/syn-123bd37456503b07876c.jpg,RJ86TM8072,train,synthetic,single,generated
ocr/images/test/syn-124234797ea70de28dce.jpg,GA68BS8307,train,synthetic,single,generated
ocr/images/test/syn-12674ce6341901f83132.jpg,MH13BK2485,train,synthetic,single,generated
ocr/images/test/syn-127fd253499b8b574d6b.jpg,MH56GB5732,train,synthetic,single,generated
ocr/images/test/syn-1285beec910c43fe23c2.jpg,MH51XT8048,train,synthetic,single,generated
ocr/images/test/syn-12875ed7ab1d6a7c1b99.jpg,MH18ZV0960,train,synthetic,double,generated
ocr/images/test/syn-12a986c55f39e6d08c8d.jpg,MH28J6182,train,synthetic,single,generated
ocr/images/test/syn-12acfa3ef5d36cbff185.jpg,MH07XA9287,train,synthetic,double,generated
ocr/images/test/syn-12b77fd6b6803b97516e.jpg,UK47WE4686,train,synthetic,single,generated
ocr/images/test/syn-12c39069a197b98be5d0.jpg,MH51HL6455,train,synthetic,double,generated
ocr/images/test/syn-12c67881d6f7cf708ec3.jpg,MH37ZY1944,train,synthetic,single,generated
ocr/images/test/syn-12cb436b8ff7230e60ae.jpg,MH10PC8336,train,synthetic,double,generated
ocr/images/test/syn-12cc176ff94723103556.jpg,MH25ZDL3521,train,synthetic,single,generated
ocr/images/test/syn-12def3c67a399d81e7c1.jpg,MH15SK5482,train,synthetic,double,generated
ocr/images/test/syn-12ef2c2e0e755ce31b2d.jpg,MH03GX1500,train,synthetic,single,generated
ocr/images/test/syn-12f8eb02ce8f828d2f5d.jpg,MH12PYG6884,train,synthetic,double,generated
ocr/images/test/syn-12fdb8b10785994fe057.jpg,MH30PX2960,train,synthetic,double,generated
ocr/images/test/syn-131c1d2fdfa81051dd36.jpg,MH26RD1207,train,synthetic,double,generated
ocr/images/test/syn-13213f3b200e10bcb5df.jpg,CG63VL3084,train,synthetic,double,generated
ocr/images/test/syn-1335201b175b15711405.jpg,GJ51TX5977,train,synthetic,single,generated
ocr/images/test/syn-133daf713d26cc3e0951.jpg,MH51E8546,train,synthetic,single,generated
ocr/images/test/syn-133eb2638388ef65a205.jpg,MH19LD3613,train,synthetic,single,generated
ocr/images/test/syn-134103d1a310539a9662.jpg,MH15LX2478,train,synthetic,single,generated
